SN,Total Feedback Given,Total Configured,Questions,Weightage 1,Weightage 2,Weightage 3,Weightage 4,Weightage 5,Average/ Percentage,Course Name,Basic Course,Numeric_Rating,Feedback_Text,Sentiment_Score,Sentiment_Type
7,2,18,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,1,1,0,0,2.50 / 50.00,MSC PHYSICS - 3,MSC PHYSICS,2.5,"Unsatisfied with The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.. Action needed immediately.",-0.016666666666666663,Neutral
8,2,18,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,0,1,0,3.00 / 60.00,MSC PHYSICS - 3,MSC PHYSICS,3.0,"The college is okay with The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth., but needs improvement.",0.17777777777777778,Positive
9,2,18,The institution provides multiple opportunities to learn and grow.,0,0,1,1,0,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS,3.5,"The college is okay with The institution provides multiple opportunities to learn and grow., but needs improvement.",0.25,Positive
10,2,18,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,0,0,1,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS,3.5,"The college is okay with Teachers inform you about your expected competencies, course outcomes and program
outcomes., but needs improvement.",0.2,Positive
11,2,18,Your mentor does a necessary follow-up with an assigned task to you.,0,1,1,0,0,2.50 / 50.00,MSC PHYSICS - 3,MSC PHYSICS,2.5,Unsatisfied with Your mentor does a necessary follow-up with an assigned task to you.. Action needed immediately.,0.05,Neutral
12,2,18,The teachers illustrate the concepts through examples and applications.,0,0,1,0,1,4.00 / 80.00,MSC PHYSICS - 3,MSC PHYSICS,4.0,Excellent work on The teachers illustrate the concepts through examples and applications.. Very satisfied.,0.825,Positive
13,2,18,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,0,1,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS,3.5,"The college is okay with The teachers identify your strengths and encourage you to provide the proper level of challenges., but needs improvement.",0.25,Positive
14,2,18,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,0,1,0,3.00 / 60.00,MSC PHYSICS - 3,MSC PHYSICS,3.0,"The college is okay with Teachers are able to identify your weaknesses and help you to overcome them., but needs improvement.",0.5,Positive
15,2,18,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,1,1,0,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS,3.5,"The college is okay with The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process., but needs improvement.",0.5,Positive
16,2,18,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,1,0,0,2.50 / 50.00,MSC PHYSICS - 3,MSC PHYSICS,2.5,"Unsatisfied with The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.. Action needed immediately.",0.05,Neutral
17,2,18,Teachers encourage you to participate in extracurricular activities.,0,0,1,0,1,4.00 / 80.00,MSC PHYSICS - 3,MSC PHYSICS,4.0,Excellent work on Teachers encourage you to participate in extracurricular activities.. Very satisfied.,0.825,Positive
18,2,18,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,1,1,0,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS,3.5,"The college is okay with Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work., but needs improvement.",0.26666666666666666,Positive
19,2,18,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,0,1,0,3.00 / 60.00,MSC PHYSICS - 3,MSC PHYSICS,3.0,"The college is okay with What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?, but needs improvement.",0.25,Positive
20,2,18,The overall quality of the teaching-learning process in your institute is very good.,0,0,1,1,0,3.50 / 70.00,MSC PHYSICS - 3,MSC PHYSICS,3.5,"The college is okay with The overall quality of the teaching-learning process in your institute is very good., but needs improvement.",0.47,Positive
1,46,137,How much of the syllabus was covered in the class?,0,3,2,8,33,4.54 / 90.87,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.54,Excellent work on How much of the syllabus was covered in the class?. Very satisfied.,0.6166666666666667,Positive
2,46,137,How well did the teachers prepare for the classes?,1,2,3,27,13,4.07 / 81.30,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.07,Excellent work on How well did the teachers prepare for the classes?. Very satisfied.,0.825,Positive
3,46,137,How well were the teachers able to communicate?,0,0,5,16,25,4.43 / 88.70,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.43,Excellent work on How well were the teachers able to communicate?. Very satisfied.,0.7166666666666667,Positive
4,46,137,The teachers approach to teaching can best be described as,0,1,7,24,14,4.11 / 82.17,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.11,Excellent work on The teachers approach to teaching can best be described as. Very satisfied.,0.8833333333333333,Positive
5,46,137,Fairness of the internal evaluation process by the teachers.,1,0,4,17,24,4.37 / 87.39,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.37,Excellent work on Fairness of the internal evaluation process by the teachers.. Very satisfied.,0.5499999999999999,Positive
6,46,137,Was your performance in assignments discussed with you?,0,2,5,19,20,4.24 / 84.78,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.24,Excellent work on Was your performance in assignments discussed with you?. Very satisfied.,0.825,Positive
7,46,137,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",2,3,8,12,21,4.02 / 80.43,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.02,"Excellent work on The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.. Very satisfied.",0.5055555555555555,Positive
8,46,137,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,2,9,21,14,4.02 / 80.43,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.02,"Excellent work on The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.. Very satisfied.",0.4208333333333334,Positive
9,46,137,The institution provides multiple opportunities to learn and grow.,0,2,2,24,18,4.26 / 85.22,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.26,Excellent work on The institution provides multiple opportunities to learn and grow.. Very satisfied.,0.5499999999999999,Positive
10,46,137,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",1,1,3,24,17,4.20 / 83.91,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.2,"Excellent work on Teachers inform you about your expected competencies, course outcomes and program
outcomes.. Very satisfied.",0.5166666666666667,Positive
11,46,137,Your mentor does a necessary follow-up with an assigned task to you.,0,1,2,30,13,4.20 / 83.91,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.2,Excellent work on Your mentor does a necessary follow-up with an assigned task to you.. Very satisfied.,0.5499999999999999,Positive
12,46,137,The teachers illustrate the concepts through examples and applications.,0,2,4,19,21,4.28 / 85.65,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.28,Excellent work on The teachers illustrate the concepts through examples and applications.. Very satisfied.,0.825,Positive
13,46,137,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,2,6,18,19,4.13 / 82.61,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.13,Excellent work on The teachers identify your strengths and encourage you to provide the proper level of challenges.. Very satisfied.,0.5499999999999999,Positive
14,46,137,Teachers are able to identify your weaknesses and help you to overcome them.,1,7,6,16,16,3.85 / 76.96,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),3.85,"The college is okay with Teachers are able to identify your weaknesses and help you to overcome them., but needs improvement.",0.5,Positive
15,46,137,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,2,3,27,13,4.07 / 81.30,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.07,"Excellent work on The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.. Very satisfied.",0.825,Positive
16,46,137,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,5,5,19,17,4.04 / 80.87,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.04,"Excellent work on The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.. Very satisfied.",0.5499999999999999,Positive
17,46,137,Teachers encourage you to participate in extracurricular activities.,1,1,3,19,22,4.30 / 86.09,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.3,Excellent work on Teachers encourage you to participate in extracurricular activities.. Very satisfied.,0.825,Positive
18,46,137,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",1,3,1,25,16,4.13 / 82.61,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.13,"Excellent work on Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.. Very satisfied.",0.48750000000000004,Positive
19,46,137,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",10,2,10,13,11,3.28 / 65.65,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),3.28,"The college is okay with What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?, but needs improvement.",0.25,Positive
20,46,137,The overall quality of the teaching-learning process in your institute is very good.,2,1,6,18,19,4.11 / 82.17,S.Y.B.A.F,BACHELOR OF COMMERCE (ACCOUNTING AND FINANCE),4.11,Excellent work on The overall quality of the teaching-learning process in your institute is very good.. Very satisfied.,0.64,Positive
1,37,559,How much of the syllabus was covered in the class?,0,3,12,14,8,3.73 / 74.59,SYBCOM,BACHELOR OF COMMERCE,3.73,"The college is okay with How much of the syllabus was covered in the class?, but needs improvement.",0.35,Positive
2,37,559,How well did the teachers prepare for the classes?,1,3,5,20,8,3.84 / 76.76,SYBCOM,BACHELOR OF COMMERCE,3.84,"The college is okay with How well did the teachers prepare for the classes?, but needs improvement.",0.5,Positive
3,37,559,How well were the teachers able to communicate?,2,1,5,13,16,4.08 / 81.62,SYBCOM,BACHELOR OF COMMERCE,4.08,Excellent work on How well were the teachers able to communicate?. Very satisfied.,0.7166666666666667,Positive
4,37,559,The teachers approach to teaching can best be described as,0,2,16,13,6,3.62 / 72.43,SYBCOM,BACHELOR OF COMMERCE,3.62,"The college is okay with The teachers approach to teaching can best be described as, but needs improvement.",0.75,Positive
5,37,559,Fairness of the internal evaluation process by the teachers.,1,4,4,14,14,3.97 / 79.46,SYBCOM,BACHELOR OF COMMERCE,3.97,"The college is okay with Fairness of the internal evaluation process by the teachers., but needs improvement.",0.25,Positive
6,37,559,Was your performance in assignments discussed with you?,2,6,5,9,15,3.78 / 75.68,SYBCOM,BACHELOR OF COMMERCE,3.78,"The college is okay with Was your performance in assignments discussed with you?, but needs improvement.",0.5,Positive
7,37,559,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",1,4,13,6,13,3.70 / 74.05,SYBCOM,BACHELOR OF COMMERCE,3.7,"The college is okay with The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students., but needs improvement.",0.18333333333333335,Positive
8,37,559,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",2,4,7,17,7,3.62 / 72.43,SYBCOM,BACHELOR OF COMMERCE,3.62,"The college is okay with The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth., but needs improvement.",0.17777777777777778,Positive
9,37,559,The institution provides multiple opportunities to learn and grow.,0,4,12,15,6,3.62 / 72.43,SYBCOM,BACHELOR OF COMMERCE,3.62,"The college is okay with The institution provides multiple opportunities to learn and grow., but needs improvement.",0.25,Positive
10,37,559,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",3,3,2,13,16,3.97 / 79.46,SYBCOM,BACHELOR OF COMMERCE,3.97,"The college is okay with Teachers inform you about your expected competencies, course outcomes and program
outcomes., but needs improvement.",0.2,Positive
